Date,Time,Station,SamplingMethod,Depth,Lab,OrigTaxon,Taxon,Kingdom,Phylum,Class,AlgalGroup,DiatomSoftbody,Genus,Species,Units_per_mL,Cells_per_mL,Biovolume_per_mL,PhytoForm,QualityCheck,Debris
2019-03-29T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,220294.42,175794947.73,31643090.59,c,Good,NA
2019-04-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Asterionella formosa,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Asterionella,formosa,132.57,132.57,132.57,i,Good,NA
2019-04-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Cyclotella meneghiniana,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,meneghiniana,265.14,530.27,287356.68,i,Good,NA
2019-04-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia inconspicua,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,inconspicua,132.57,132.57,2910.13,i,Good,NA
2019-04-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,132.57,132.57,84928.19,i,Good,NA
2019-04-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlamydomonas sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlamydomonas,sp.,132.57,132.57,80353.35,i,Good,NA
2019-04-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,1458.24,16040.69,57607.93,i,Good,NA
2019-04-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,53159.66,43059323.47,7750678.22,c,Good,NA
2019-04-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,563.41,563.41,38855.31,i,Good,NA
2019-04-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Gomphoneis minuta,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Gomphoneis,minuta,563.41,563.41,3320433.93,i,Good,NA
2019-04-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,2817.06,14085.32,50585.47,i,Good,NA
2019-04-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Monoraphidium contortum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Monoraphidium,contortum,563.41,563.41,11067.89,i,Good,NA
2019-04-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,227055.37,186185407.34,33513373.32,c,Good,NA
2019-03-12T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,3380.48,10141.43,36421.54,i,Good,NA
2019-03-12T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,519466.64,484142907.49,87145723.35,c,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,Adlafia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Adlafia,sp.,346.72,346.72,13312.4,i,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,Encyonema sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Encyonema,sp.,346.72,346.72,133154.29,i,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia acicularis,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,acicularis,346.72,346.72,23507.84,i,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia dissipata,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,dissipata,346.72,346.72,132903.02,i,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia gracilis,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,gracilis,346.72,346.72,37536.12,i,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,2080.29,12481.76,44826.51,i,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,Monoraphidium griffithii,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Monoraphidium,griffithii,346.72,346.72,36962.21,i,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,136605.94,109831179.1,19769612.24,c,Good,NA
2019-05-07T00:00:00Z,NA,SHER,NA,0,BSA,NA,cf. Synechococcus sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Synechococcus,sp.,346.72,693.43,7970.32,c,Good,NA
2019-01-23T00:00:00Z,NA,SHER,NA,0,BSA,NA,Melosira sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Melosira,sp.,1126.83,1126.83,3796022.92,i,Good,NA
2019-01-23T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia inconspicua,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,inconspicua,1126.83,1126.83,10254.11,i,Good,NA
2019-01-23T00:00:00Z,NA,SHER,NA,0,BSA,NA,Ulnaria ulna,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,ulna,2253.65,4507.3,3000581.23,i,Good,NA
2019-01-23T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,484535.04,424452697.52,76401485.55,c,Good,NA
2019-01-23T00:00:00Z,NA,SHER,NA,0,BSA,NA,Planktolyngbya limnetica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Planktolyngbya,limnetica,1126.83,29297.47,35412.63,f,Good,NA
2019-03-21T00:00:00Z,NA,SHER,NA,0,BSA,NA,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Navicula,sp.,530.27,530.27,144972.74,i,Good,NA
2019-03-21T00:00:00Z,NA,SHER,NA,0,BSA,NA,cf. Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,3711.9,25983.27,93315.32,i,Good,NA
2019-03-21T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,219532.16,185285139.9,33351325.18,c,Good,NA
2019-02-27T00:00:00Z,NA,SHER,NA,0,BSA,NA,Adlafia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Adlafia,sp.,751.22,751.22,34840.92,i,Good,high
2019-02-27T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia gracilis,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,gracilis,751.22,751.22,60289.68,i,Good,high
2019-02-27T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia linearis,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,linearis,751.22,751.22,1022166.11,i,Good,high
2019-02-27T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,palea,751.22,751.22,152391.91,i,Good,high
2019-02-27T00:00:00Z,NA,SHER,NA,0,BSA,NA,Ulnaria ulna,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,ulna,751.22,751.22,9927697.23,i,Good,high
2019-02-27T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,6760.95,60848.59,218529.24,i,Good,high
2019-02-27T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,304242.93,250087691.75,45015784.52,c,Good,high
2019-02-20T00:00:00Z,NA,SHER,NA,0,BSA,NA,Cyclotella meneghiniana,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,meneghiniana,901.46,901.46,478795.37,i,Good,high
2019-02-20T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia gracilis,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,gracilis,901.46,901.46,22067.75,i,Good,high
2019-02-20T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,palea,1802.92,3605.84,387840.78,i,Good,high
2019-02-20T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,14423.37,230773.9,828792.38,i,Good,high
2019-02-20T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,503014.98,567400902.2,102132162.4,c,Good,high
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,265.14,265.14,206271.8,i,Good,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Cyclotella meneghiniana,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,meneghiniana,530.27,1060.54,331391.25,i,Good,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Diatoma moniliformis,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Diatoma,moniliformis,795.41,2386.22,718391.71,i,Good,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Encyonema silesiacum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Encyonema,silesiacum,265.14,265.14,94864.68,i,Good,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Gomphoneis minuta,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Gomphoneis,minuta,265.14,265.14,3143580.44,i,Good,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,cf. Pseudostaurosira sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Pseudostaurosira,sp.,530.27,1060.54,2762988.13,i,Good,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Ulnaria ulna,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,ulna,265.14,265.14,1007042.79,i,Fragmented,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,6098.12,140256.66,1015209,i,Good,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Monoraphidium convolutum,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Monoraphidium,convolutum,265.14,265.14,7074.5,i,Good,NA
2019-02-04T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,99160.66,75560422.91,13600876.12,c,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Cocconeis placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Cocconeis,placentula,2575.6,10302.41,8592055.67,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia gracilis,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,gracilis,643.9,643.9,59457.76,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia inconspicua,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,inconspicua,643.9,643.9,12674.54,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,643.9,643.9,267611.44,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,cf. Surirella sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Surirella,sp.,643.9,643.9,3656051.12,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,cf. Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,1287.8,2575.6,18642.78,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,1287.8,2575.6,9249.91,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,Chroomonas rosenbergii,Chroomonas coerulea,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Chroomonas,coerulea,643.9,643.9,132387.81,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,lacustris,643.9,643.9,470924.37,i,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chroococcus minimus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Chroococcus,minimus,643.9,1287.8,4624.96,c,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,258204.06,213792958.49,38482732.53,c,Good,NA
2019-01-09T00:00:00Z,NA,SHER,NA,0,BSA,NA,cf. Microcystis sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Microcystis,sp.,643.9,643.9,17077.41,i,Good,NA
2019-06-18T00:00:00Z,NA,SHER,NA,0,BSA,NA,Achnanthidium minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Achnanthidium,minutissimum,541.14,1082.28,111052.62,i,Good,low
2019-06-18T00:00:00Z,NA,SHER,NA,0,BSA,NA,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,1082.28,4329.12,566786.85,i,Good,low
2019-06-18T00:00:00Z,NA,SHER,NA,0,BSA,NA,Encyonema sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Encyonema,sp.,270.57,270.57,12147.87,i,Good,low
2019-06-18T00:00:00Z,NA,SHER,NA,0,BSA,NA,Nitzschia sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,sp.,270.57,270.57,18220.19,i,Good,low
2019-06-18T00:00:00Z,NA,SHER,NA,0,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,2164.56,17316.49,125340.62,i,Good,low
2019-06-18T00:00:00Z,NA,SHER,NA,0,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,270.57,270.57,116440.9,i,Good,low
2019-06-18T00:00:00Z,NA,SHER,NA,0,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,104981.22,83250105.72,14985019.03,c,Good,low
2019-08-05T00:00:00Z,NA,SHER,NA,3,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,229.98,229.98,825.96,i,Good,NA
2019-08-05T00:00:00Z,NA,SHER,NA,3,BSA,NA,cf. Chrysochromulina sp.,Chromista,Haptophyta,Prymnesiophyceae,Haptophytes,Soft Body,Chrysochromulina,sp.,229.98,229.98,2643.45,i,Good,NA
2019-08-05T00:00:00Z,NA,SHER,NA,3,BSA,NA,Dinobryon sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Dinobryon,sp.,229.98,229.98,45316.29,i,Good,NA
2019-08-05T00:00:00Z,NA,SHER,NA,3,BSA,NA,Plagioselmis lacustris,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,lacustris,229.98,229.98,189263.43,i,Good,NA
2019-08-05T00:00:00Z,NA,SHER,NA,3,BSA,NA,Plagioselmis nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,Soft Body,Plagioselmis,nannoplanctica,229.98,229.98,72384.86,i,Good,NA
2019-08-05T00:00:00Z,NA,SHER,NA,3,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,91073.91,72130538.41,12983496.91,c,Good,NA
2019-08-19T00:00:00Z,NA,SHER,NA,3,BSA,NA,cf. Cyclotella sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,Diatom,Cyclotella,sp.,306.65,306.65,23177.64,i,Good,NA
2019-08-19T00:00:00Z,NA,SHER,NA,3,BSA,NA,Diatoma vulgaris,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Diatoma,vulgaris,306.65,306.65,505363.35,i,Good,NA
2019-08-19T00:00:00Z,NA,SHER,NA,3,BSA,NA,Encyonema sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Encyonema,sp.,306.65,306.65,457285.46,i,Good,NA
2019-08-19T00:00:00Z,NA,SHER,NA,3,BSA,NA,Navicula sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Navicula,sp.,306.65,306.65,10737812.81,i,Good,NA
2019-08-19T00:00:00Z,NA,SHER,NA,3,BSA,NA,Staurosirella pinnata,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Staurosirella,pinnata,306.65,306.65,12273.16,i,Good,NA
2019-08-19T00:00:00Z,NA,SHER,NA,3,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,1533.23,7666.15,48838.16,i,Good,NA
2019-08-19T00:00:00Z,NA,SHER,NA,3,BSA,NA,Chrysosaccus sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,Soft Body,Chrysosaccus,sp.,306.65,919.94,63192.34,c,Good,NA
2019-08-19T00:00:00Z,NA,SHER,NA,3,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,121125.24,96052312.72,17289416.29,c,Good,NA
2019-09-16T00:00:00Z,NA,SHER,NA,3,BSA,NA,cf. Achnanthidium sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Achnanthidium,sp.,70.76,70.76,10652.13,i,Good,NA
2019-09-16T00:00:00Z,NA,SHER,NA,3,BSA,NA,Nitzschia palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,Diatom,Nitzschia,palea,70.76,70.76,8961.09,i,Good,NA
2019-09-16T00:00:00Z,NA,SHER,NA,3,BSA,NA,Ulnaria ulna,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,Diatom,Ulnaria,ulna,70.76,70.76,498153.07,i,Good,NA
2019-09-16T00:00:00Z,NA,SHER,NA,3,BSA,NA,Chlorella sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Chlorella,sp.,2618.29,96876.6,469758.92,i,Good,NA
2019-09-16T00:00:00Z,NA,SHER,NA,3,BSA,NA,Drepanochloris nannoselene,Plantae,Chlorophyta,Chlorophyceae,Green Algae,Soft Body,Drepanochloris,nannoselene,70.76,70.76,272.36,i,Good,NA
2019-09-16T00:00:00Z,NA,SHER,NA,3,BSA,NA,Eucapsis microscopica,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,Soft Body,Eucapsis,microscopica,26041.34,19400795.46,3492143.18,c,Good,NA
